Stop_Name,Total_Daily_Alighting,geometry,Near_Route,Label
Al Mothalath (Marg),448.0,POINT (341940.1566532566 3343516.2423810693),True,Near Route (≤120m)
Al Mounira Hospital,1121.0,POINT (330206.61447204265 3323905.4995037033),True,Near Route (≤120m)
Al Mounira School ( Downtown),189.0,,False,Far from Route (>120m)
Al Mukhtar Mosque (Bassous),1520.0,POINT (328329.2848575266 3334783.554113954),True,Near Route (≤120m)
Al Naam Square (Ain Shams),1247.0,POINT (337958.558027774 3333461.338142656),True,Near Route (≤120m)
Al Nada Hospital ( Manial ),489.0,,False,Far from Route (>120m)
Al Nadi Square (Maadi),104.0,POINT (332464.46323645674 3315970.827040947),True,Near Route (≤120m)
Al Nady St. & Al Khalifa Al Mamoun St.,2308.0,POINT (337369.6028259776 3330014.744719337),True,Near Route (≤120m)
Al Nagda Square (6th of October),180.0,POINT (300184.16107343277 3316273.0383275524),True,Near Route (≤120m)
Al Nahda Square (5th Settlement),40.0,POINT (352360.5655733009 3319733.239520585),True,Near Route (≤120m)
Al Nahyan Hospital (Sheikh Zayed),4832.0,,False,Far from Route (>120m)
Al Nakhl (Nile Corniche),875.0,POINT (334798.3422056396 3307681.8442605846),True,Near Route (≤120m)
Al Narges 4 (5th Settlement),54.0,POINT (350453.94847668114 3320445.401608889),True,Near Route (≤120m)
Al Narges 7 (5th Settlement),31.0,POINT (351395.82175525546 3320152.112415122),True,Near Route (≤120m)
Al Narges 8 (5th Settlement),0.0,POINT (351575.73127071053 3319967.4207292623),True,Near Route (≤120m)
Al Nasr Hospital (Helwan),7483.0,POINT (337856.26175845665 3302162.910739152),True,Near Route (≤120m)
Al Nasr Hotel ( Al Tayaran),601.0,,False,Far from Route (>120m)
Al Nasr Restaurant (Basateen),719.0,POINT (333268.16139830084 3318508.8514534375),True,Near Route (≤120m)
Al Nasr School ( Al Waili ),3586.0,POINT (334006.60915549216 3330741.0654691514),True,Near Route (≤120m)
Al Noaman Palace ( Orouba Rd. ),59.0,,False,Far from Route (>120m)
Al Noor Al Mohammady (Imbaba),235.0,POINT (327797.8672987355 3330258.246379295),True,Near Route (≤120m)
Al Noqrashy School (Hadayek Al Qobba),3184.0,POINT (335515.2415767836 3330211.9363407493),True,Near Route (≤120m)
Al Nour Mosque (Abbaseya),1061.0,POINT (334446.9248799989 3328325.743841328),True,Near Route (≤120m)
Al Nour Mosque (Helwan Corniche),169.0,POINT (335833.99689214595 3299281.157832043),True,Near Route (≤120m)
Al Nour Mosque (Nasr City),1431.0,POINT (344401.42326232383 3325406.9092863826),True,Near Route (≤120m)
Al Nozha Al Gadeeda,674.0,POINT (342187.8274826677 3334221.156075869),True,Near Route (≤120m)
Al Nozha Al Gadida,2606.0,POINT (342293.68627047504 3333807.043142812),True,Near Route (≤120m)
Al Nozha St. & 30 St. (Sheikh Zayed),66.0,POINT (308360.8203112694 3325096.7156266235),True,Near Route (≤120m)
Al Nozha St. & Al Horreya (Sheikh Zayed),870.0,POINT (308103.0127141733 3325449.458184525),True,Near Route (≤120m)
Al Omraneyya,88.0,POINT (326194.1405587564 3319538.1050635083),True,Near Route (≤120m)
Al Omraneyya Al Gadida,7298.0,POINT (325338.2079466671 3318895.183893589),True,Near Route (≤120m)
Al Omraneyya Bridge Entrance from Giza,1665.0,POINT (327235.247418918 3320455.8405377963),True,Near Route (≤120m)
Al Omraneyya Bridge Exit,271.0,POINT (326874.1467581275 3319975.5331192887),True,Near Route (≤120m)
Al Orouba Rd ( Al Thawra St.),697.0,,False,Far from Route (>120m)
Al Orouba St. & Mergheny St.,587.0,POINT (338525.3593295292 3329419.832186072),True,Near Route (≤120m)
Al Othman Motors (Ring Rd.),48.0,POINT (341979.0515733103 3338281.243106547),True,Near Route (≤120m)
Al Qanater Al Khayriya,1611.0,POINT (320262.93937065406 3341846.718982818),True,Near Route (≤120m)
Al Qawmeya Cement Club,53.0,POINT (335731.6816831229 3300431.886197191),True,Near Route (≤120m)
Al Qobba Al Fidaweyya Mosque (Abbaseya),2001.073703931705,POINT (334263.3871529129 3327691.7004251345),True,Near Route (≤120m)
Al Qudsi Mosque (Ain Shams St.),3996.0,POINT (338713.3136196028 3335178.4235388217),True,Near Route (≤120m)
Al Rabwa (Sheikh Zayed),5.0,POINT (307148.52291123633 3326732.5242946534),True,Near Route (≤120m)
Al Rahma Mosque (Airport Rd.),663.0,POINT (343197.8084933498 3333313.853759206),True,Near Route (≤120m)
Al Rahman Mosque (1st Settlement),0.0,POINT (351077.9596017269 3325651.0494708056),True,Near Route (≤120m)
Al Rahman Mosque (Al Salam City),197.0,POINT (348097.37479248096 3338743.2733168625),True,Near Route (≤120m)
Al Rashaah Steps (Ring Rd.),258.0,POINT (338577.48959642294 3338074.656232252),True,Near Route (≤120m)
Al Rawda & Al Horreya St.,33.0,POINT (307472.7899096531 3324980.5466795056),True,Near Route (≤120m)
Al Rawda Square (Al Manial),1193.0,POINT (328790.49454912497 3321903.9514842792),True,Near Route (≤120m)
Al Rayan Hospital (Maadi),2962.0,POINT (332658.5354855859 3316429.179370195),True,Near Route (≤120m)
Al Remaya Square,3914.0,POINT (319368.0509167472 3319157.752496984),True,Near Route (≤120m)
Al Saa Square,1502.0,POINT (339827.2084005429 3327641.7162867743),True,Near Route (≤120m)
Al Sabteyya School,6456.0,POINT (329960.781496774 3327354.0120522883),True,Near Route (≤120m)
Al Safa Wal Marwa Mosque Steps (Ring Rd.),469.0,POINT (330281.71295411093 3319258.240633043),True,Near Route (≤120m)
Al Saff,652.0,POINT (338052.4940593331 3304847.5618699864),True,Near Route (≤120m)
Al Safwa Hospital (Shubra),2857.0,POINT (330905.0900523574 3330466.876171532),True,Near Route (≤120m)
Al Safwa Mall,102.0,POINT (307366.53287968517 3322191.6707443045),True,Near Route (≤120m)
Al Sahel Fire Department,1768.0,POINT (330896.19884013745 3329554.8762544775),True,Near Route (≤120m)
Al Sahel Police Department,10180.0,POINT (330889.59039903746 3329389.9234960335),True,Near Route (≤120m)
Al Sahel Youth Center,3468.0,POINT (331682.74293535633 3330901.0066626905),True,Near Route (≤120m)
Al Salam,2228.0,POINT (346771.51302100817 3337030.421271416),True,Near Route (≤120m)
Al Salam Center (Maadi),1324.355657420612,POINT (333600.6647254539 3317559.0561270677),True,Near Route (≤120m)
Al Salam First Police Station,2306.0,POINT (347203.0636257715 3337511.790639154),True,Near Route (≤120m)
Al Salam Hospital (Al Salam City),950.0,POINT (347839.94852381735 3338038.5105542913),True,Near Route (≤120m)
Al Salam International Hospital,3013.0,POINT (329205.1443653824 3318448.863875147),True,Near Route (≤120m)
Al Salam Mosque (Haram St.),3759.0,POINT (325064.56551782566 3320571.42757102),True,Near Route (≤120m)
Al Salam Mosque (Nasr City),559.0,POINT (341547.188107746 3325114.410853219),True,Near Route (≤120m)
Al Salam Mosque (Wahat Rd.),186.0,POINT (310374.4311082576 3316477.1984231113),True,Near Route (≤120m)
Al Salam Tunnel Exit (Ring Rd.),74.0,POINT (348381.3012952368 3336277.9326191014),True,Near Route (≤120m)
Al Salam Tunnel Ring Rd. Entrance,142.0,POINT (348385.5344356626 3336299.356314822),True,Near Route (≤120m)
Al Saraya Elementary School (Abbaseya),1015.0,POINT (334554.2191244544 3327525.623960467),True,Near Route (≤120m)
Al Saraya Mall (5th Settlement),74.0,POINT (348623.45634518913 3319413.7268121755),True,Near Route (≤120m)
Al Sawah Square,805.0,POINT (334527.48864332086 3331979.419607554),True,Near Route (≤120m)
Al Sawahel Canal St.,805.6509113924712,POINT (327662.5510544861 3328477.052496643),True,Near Route (≤120m)
Al Sawalha Complex (Al Sekka Al Hadeed St.),7219.0,POINT (333388.6012587602 3334339.6618749136),True,Near Route (≤120m)
Al Sawy Culture Wheel,1452.0,POINT (328147.07316966564 3327026.8854441834),True,Near Route (≤120m)
Al Sayeda Aisha,20409.46767137923,POINT (331834.95319349924 3323025.7622672906),True,Near Route (≤120m)
Al Sayeda Khadija Mosque,723.0,POINT (341580.04512355704 3332971.8322546063),True,Near Route (≤120m)
Al Sayeda Khadija Mosque - Al Hegaz Street,345.0,POINT (341549.99331018433 3332999.012509861),True,Near Route (≤120m)
Al Sayeda Nafeesa,206.0,POINT (331375.55882588506 3322310.3519482054),True,Near Route (≤120m)
Al Sayeda Safeya Mosque - Salah Salem,73.0,,False,Far from Route (>120m)
Al Sayeda Zeinab,5355.0,POINT (330583.05659558356 3323636.6756094014),True,Near Route (≤120m)
Al Sayeda Zeinab District Presidency,470.0,POINT (331061.7892459824 3323481.4903253666),True,Near Route (≤120m)
Al Sekka (Ring Rd.),372.9637535400675,POINT (324922.7472280591 3328960.884577019),True,Near Route (≤120m)
Al Sekka (Ring Road),678.0,,False,Far from Route (>120m)
Al Sekka Al Hadid Sporting Club - Nasr City,1335.0,,False,Far from Route (>120m)
Al Sekka Al Hadid Sporting Club (Nasr City),4384.0,POINT (336345.0208882233 3326466.4930555844),True,Near Route (≤120m)
Al Sewedy (Laylat Al Qadr),80.0,POINT (298011.65599377523 3314870.6209220253),True,Near Route (≤120m)
Al Shaarawy (Arbean St.),3652.0,POINT (337695.5674575597 3334978.001433352),True,Near Route (≤120m)
Al Shaarawy St. (Shubra Al Kheima),1329.0,POINT (334079.11653256195 3334860.860533176),True,Near Route (≤120m)
Al Shabab (Al Tagneed),569.0,POINT (317798.36487694853 3318537.052898917),True,Near Route (≤120m)
Al Shabab Entrance (1st Settlement),1445.0,POINT (350803.5453982045 3325605.845570955),True,Near Route (≤120m)
Al Shabab Entrance (5th Settlement),106.0,POINT (347416.2568019268 3318342.360595627),True,Near Route (≤120m)
Al Shabab Square (1st Settlement),87.0,POINT (351746.15225960524 3325654.891580778),True,Near Route (≤120m)
Al Shaboory Canal,2425.0,POINT (334482.64051376865 3334705.1809222717),True,Near Route (≤120m)
Al Shabrawy (1st Settlement),191.0,POINT (351690.7467053563 3326398.099913132),True,Near Route (≤120m)
Al Shabrawy (Al Mansoreya Rd.),2612.0,,False,Far from Route (>120m)
Al Shaheed Axis,28.0,,False,Far from Route (>120m)
Al Shaheed Axis Pedestrian Bridge,0.0,,False,Far from Route (>120m)
Al Shaheed Corridor,508.0,POINT (340336.29546266416 3322464.2734282687),True,Near Route (≤120m)
Al Shaheed Mosque (Al Marg),123.0,POINT (339208.6422905779 3336949.916611693),True,Near Route (≤120m)
Al Shaheed Square (Obour),269.0,POINT (352785.19865625387 3348404.034464839),True,Near Route (≤120m)
Al Shari' Al Gadeed (Bahteem),3607.0,POINT (333455.83500942227 3335079.109097661),True,Near Route (≤120m)
Al Sheikh Agamy (Marg),264.0,POINT (341441.533434162 3341622.4125656453),True,Near Route (≤120m)
Al Sheikh Al Jadid St.,451.0,POINT (318789.21556336293 3323775.5597649273),True,Near Route (≤120m)
Al Sheikh Mansour,185.0,POINT (339313.0842893247 3336071.7865369623),True,Near Route (≤120m)
Al Sheikh Parking (Ahmed Helmy St.),2437.0,POINT (331954.1037824865 3330495.2429957837),True,Near Route (≤120m)
Al Shenawy St. & Sadat St.,3738.0,POINT (346127.7327476686 3336386.8194714063),True,Near Route (≤120m)
Al Sherif Mosque (Manial),533.0,,False,Far from Route (>120m)
Al Shimy Car Center (Hadayeq Al Qobba),1653.0,POINT (335086.8455471933 3330390.7250053464),True,Near Route (≤120m)
Al Shorouq,307.0,,False,Far from Route (>120m)
Al Shorouq Academy Entrance,214.0,POINT (366236.47828818206 3331612.2041061977),True,Near Route (≤120m)
Al Shorouq City Authority Steps,122.0,POINT (365883.3588856944 3337105.7319022273),True,Near Route (≤120m)
Al Shorouq Club (Nile Corniche),746.0,POINT (333017.5127608519 3314017.733323017),True,Near Route (≤120m)
Al Shorouq Hospital ( 15th of May St.),4480.0,POINT (333043.44014597766 3333193.5011333507),True,Near Route (≤120m)
Al Shorouq Housing Complex Entrance,5587.0,,False,Far from Route (>120m)
Al Shorouq School (Shorouq City),116.0,POINT (370166.17219105724 3337994.285931326),True,Near Route (≤120m)
Al Shorouq Water Station,58.0,POINT (367262.8760504676 3337490.9977135453),True,Near Route (≤120m)
Al Soltan Hassan Mosque,954.0,POINT (331904.02170500555 3323544.0531345494),True,Near Route (≤120m)
Al Souq (Al Moqattam),685.0,POINT (339200.7353371204 3321202.002613979),True,Near Route (≤120m)
Al Taawon (Haram St),13481.0,POINT (322986.3675690758 3319728.8198391716),True,Near Route (≤120m)
Al Taawon Gas Station (Al Shabab St. Obour),0.0,POINT (351737.07541258156 3347240.477961018),True,Near Route (≤120m)
Al Tabba (Nasr City),4454.0,POINT (343829.91114180663 3326363.273081723),True,Near Route (≤120m)
Al Tadreeb Gate (Teraet Al Ismaili St),52.0,POINT (333299.2728378689 3332239.497818382),True,Near Route (≤120m)
Al Talateeny (Al Lebeny St.),754.0,POINT (321862.9461508428 3318302.710424899),True,Near Route (≤120m)
Al Talbeya Steps (Ring Rd.),424.0,POINT (325250.2827428595 3318692.2819687356),True,Near Route (≤120m)
Al Tarek Al Abead & Rind Rd,165.77488380862422,,False,Far from Route (>120m)
Al Tawba Mosque (Abu Al Nomros),296.0,POINT (331974.41460293054 3312231.8139071646),True,Near Route (≤120m)
Al Tawheed Mosque (1st Settlement),1533.0,POINT (351724.8764937654 3326617.971350953),True,Near Route (≤120m)
Al Tawheed Mosque (Al Zaytoun),3621.0,POINT (335290.5506737253 3331117.734320434),True,Near Route (≤120m)
Al Tawheed Wal Nour - Al Waili,830.0,POINT (335121.4207740963 3330483.4896430215),True,Near Route (≤120m)
Al Tawheed Wal Nour (10th of Ramadan),308.0,POINT (379686.230815467 3350502.3754341765),True,Near Route (≤120m)
Al Tawheed Wal Nour (Abbas Al Akkad),366.0,,False,Far from Route (>120m)
Al Tawheed Wal Nour (Al Geish St.),464.0,POINT (332711.214738603 3326775.3208232983),True,Near Route (≤120m)
Al Tawheed Wal Nour (Al Hossary),186.0,POINT (301158.8959466895 3317112.806164418),True,Near Route (≤120m)
Al Tawheed Wal Nour (Al Nozha St.),357.0,POINT (340126.38050788647 3329984.6770591494),True,Near Route (≤120m)
Al Tawheed Wal Nour (Al Nozha St),480.0,POINT (340170.1117828735 3329948.430648744),True,Near Route (≤120m)
Al Tawheed Wal Nour (Al Sayeda Zeinab),3836.0,POINT (331069.50805561687 3324052.9698425457),True,Near Route (≤120m)
Al Tawheed Wal Nour (Autostrad Maadi),1298.0,POINT (334752.4312310085 3315775.639358759),True,Near Route (≤120m)
Al Tawheed Wal Nour (Faisal St.),415.0,POINT (320889.73376961204 3319404.1043887516),True,Near Route (≤120m)
Al Tawheed Wal Nour (Merryland),1645.0,POINT (338562.9073055801 3331135.4780021617),True,Near Route (≤120m)
Al Tawheed Wal Nour (Mostafa Al Nahas),2599.0,,False,Far from Route (>120m)
Al Tawheed Wal Nour (Warraq),2171.0,POINT (328799.311186402 3330785.208191475),True,Near Route (≤120m)
Al Tayaran St. & Mostafa Al Nahas,3978.0,POINT (338734.437109606 3325814.2214131514),True,Near Route (≤120m)
Al Teraa Al Bolaqiya St.,1676.0,POINT (332229.1526691888 3332919.35574833),True,Near Route (≤120m)
Al Thawra Hospital (Helipolis),1017.0,POINT (338658.04897592677 3330025.2089500213),True,Near Route (≤120m)
Al Tibeen,3003.0,POINT (335276.7637847051 3296532.6717141895),True,Near Route (≤120m)
Al Torgoman,919.0,POINT (330085.28468905133 3326810.031734886),True,Near Route (≤120m)
Al Wafaa Wal Amal City,703.0,POINT (341432.1829009168 3324276.1788790138),True,Near Route (≤120m)
Al Wagih Center (6th of October),267.0,POINT (297497.7317805584 3316486.3374053338),True,Near Route (≤120m)
Al Waha Compound (Shorouq City),145.0,POINT (371094.2288195648 3335428.225282474),True,Near Route (≤120m)
Al Wahab Mosque St. (Marg),624.0,POINT (341518.7178712231 3341929.9456044184),True,Near Route (≤120m)
Al Ward St & Mansoureyya Rd.,262.0,,False,Far from Route (>120m)
Al Warraq Central Hospital,1087.0,POINT (327867.679190999 3330452.722647517),True,Near Route (≤120m)
Al Warraq Exit (Ring Rd.),137.0,POINT (326745.33215485077 3334061.290115927),True,Near Route (≤120m)
Al Warraq Ferry,6498.0,POINT (328536.5171879399 3331747.1536574196),True,Near Route (≤120m)
Al Warraq Station,15528.0,POINT (327841.09430564556 3331997.0355626824),True,Near Route (≤120m)
Al Warraq Water Station,40.0,POINT (327510.79271011346 3332844.699019135),True,Near Route (≤120m)
Al Wehda (Imbaba),8771.0,POINT (328131.1970705838 3329763.359946245),True,Near Route (≤120m)
Al Wehda Square,80.0,POINT (347438.26096832036 3318026.5173122324),True,Near Route (≤120m)
Al Wekala (Nile Courniche),1654.0,POINT (329189.4702856793 3326668.1745196725),True,Near Route (≤120m)
Al Yasmin Compound North,88.0,POINT (300694.472998459 3314054.303724547),True,Near Route (≤120m)
Al Yasmine Compound (6th of October),40.0,POINT (299962.44172570703 3313683.667893047),True,Near Route (≤120m)
Al Yasmine Compound Gate 3 (Sheikh Zayed),34.0,POINT (306312.72862907936 3326292.2121453895),True,Near Route (≤120m)
Al Zaeem (Rashah),83.0,POINT (344288.4181054738 3335766.407723055),True,Near Route (≤120m)
Al Zahraa & Al Bewehy St. (Alf Maskan),8973.0,POINT (339777.6559963671 3334554.349121597),True,Near Route (≤120m)
Al Zawya Al Hamra,7433.0,POINT (332965.77294425864 3330639.7040244327),True,Near Route (≤120m)
Al Zohour Nursery (Sheikh Zayed),29.0,POINT (304655.1442726511 3325753.6462235744),True,Near Route (≤120m)
Alex Bank (Al Hegaz),691.0,POINT (338070.9346181623 3330681.87414063),True,Near Route (≤120m)
Alex Bank (Gameat Al Dowal St.),557.0,POINT (326425.76741560607 3325815.3316853703),True,Near Route (≤120m)
Alexandria Desert Rd. Steps (26th of July Corrdior),1208.0,POINT (312164.2824043161 3325546.7756143687),True,Near Route (≤120m)
Alf Maskan,12196.0,POINT (340062.4800306439 3333122.2527907197),True,Near Route (≤120m)
Alf Masnaa,361.0,POINT (353351.0558517405 3317036.7378913905),True,Near Route (≤120m)
Alfa Lab (Al Manial),477.0,POINT (328917.0006356229 3322690.7567272014),True,Near Route (≤120m)
Alfa Market (Nile Corniche),542.0,POINT (330783.7613241529 3315898.8193282676),True,Near Route (≤120m)
Ali Abdel Halim St. & Tahrir St.,313.0,POINT (327980.8148550853 3324479.8226510203),True,Near Route (≤120m)
Ali Al Sheikh Tower (Abboud),2428.0,POINT (331959.6315996079 3331279.6807016367),True,Near Route (≤120m)
Ali Basha St. & Al Qalaa St.,835.4593016810283,POINT (331748.59106425795 3324074.554582047),True,Near Route (≤120m)
Almaza Bridge Entrance,489.0,POINT (342029.5716341337 3328793.3350627),True,Near Route (≤120m)
Almaza Bridge Exit,1237.0,POINT (341981.2345806408 3328828.3391711963),True,Near Route (≤120m)
American University in Cairo (AUC) Gate 1 (New Cairo),365.0,POINT (355242.80499109346 3322524.765951615),True,Near Route (≤120m)
Americana Plaza Mall,2211.0,POINT (354908.24651363504 3322559.145592778),True,Near Route (≤120m)
Amin Hamada St & Petroleum St.,134.0,POINT (339149.010286031 3336388.304562968),True,Near Route (≤120m)
Amir Al Shoaraa School (Al Giza),290.0,POINT (327242.40989810566 3320152.4542013058),True,Near Route (≤120m)
Amir Mall (Khaloussi),488.0,POINT (331140.23854775575 3328853.5351584936),True,Near Route (≤120m)
Amiriyyah,1744.0,POINT (335247.867109363 3331931.5036487356),True,Near Route (≤120m)
Ammar Bin Yasser School (Al Moqattam),303.0,POINT (338932.9353561612 3320252.4755440033),True,Near Route (≤120m)
Amoun Fountain (Obour),150.0,POINT (352565.6368287135 3340422.913781422),True,Near Route (≤120m)
Amr Ibn Al Aas School (Sheikh Zayed),70.0,POINT (305427.5565883465 3325980.1411901354),True,Near Route (≤120m)
Anas Al Wogood Borg (Badrasheen),1848.0,POINT (332948.35598534957 3303275.0338435327),True,Near Route (≤120m)
Antidote and Vacince (Mohandeseen),1997.0,POINT (327391.46937523683 3325769.432342713),True,Near Route (≤120m)
Arab African Bank (Haram St.),56.0,POINT (323658.7317640196 3319991.3498239876),True,Near Route (≤120m)
Arab Contractors Sporting Club - Nasr Road,1434.0,,False,Far from Route (>120m)
Arab Contractors Sporting Club (Nasr Rd.),580.0,POINT (335599.0876444238 3326184.1978254053),True,Near Route (≤120m)
Arab Engineering & Construction Company (Shubra Al Kheima),6065.0,POINT (334167.7316389661 3334812.6999882986),True,Near Route (≤120m)
Arab Investment Bank (Faisal St.),282.0,POINT (320580.23652259406 3319350.0135091734),True,Near Route (≤120m)
Arab Maadi,5265.236351009181,POINT (332989.07726083224 3316647.7795787374),True,Near Route (≤120m)
Arab Specialized Hospital (Gesr Al Suez),8569.0,POINT (341193.90692258405 3333944.759259642),True,Near Route (≤120m)
Arab Tuweila,3925.0,POINT (337765.7013665772 3335435.155116571),True,Near Route (≤120m)
Arabella Square,651.0,POINT (348570.57294597395 3318241.8253960246),True,Near Route (≤120m)
Aramex (10th of Ramadan),3072.0,POINT (379394.9886639136 3351496.11928314),True,Near Route (≤120m)
Arayes (Maadi),1128.0,POINT (334632.8751440083 3317682.440662078),True,Near Route (≤120m)
Ard El Lewaa,1854.0,,False,Far from Route (>120m)
Ard Khedr Pedestrian Bridge (Shubra Al Kheima),10322.0,POINT (330280.4150475651 3334445.3952963063),True,Near Route (≤120m)
Arkadia Mall,94.0,POINT (329087.5678400173 3327854.6055560545),True,Near Route (≤120m)
Armed Forces Medical Complex (Kobry Al Qobba),1041.0,POINT (335966.53774992906 3329541.9527824516),True,Near Route (≤120m)
Arts Academy (Al Omraneyya ),2759.0,POINT (326393.35655639006 3319966.0988005623),True,Near Route (≤120m)
Asfour Mosque ( Ibrahim Bek ),271.0,POINT (332374.1754732556 3333911.9263421404),True,Near Route (≤120m)
Ashrafco Tyres (Nasr City),35.0,POINT (337980.13060692267 3325565.232542293),True,Near Route (≤120m)
Asmarat,728.0,POINT (340282.65186577826 3318964.229350108),True,Near Route (≤120m)
Aswan Pedestrian Bridge (Shubra Al Kheima),2434.0,POINT (333900.114383049 3332328.2535621426),True,Near Route (≤120m)
Ataba,10130.0,POINT (331017.1421074376 3325982.897998107),True,Near Route (≤120m)
Atfal Misr Hospital ( Abou Al Reesh ),178.0,,False,Far from Route (>120m)
AUC Bus Station,220.0,,False,Far from Route (>120m)
Audi Bank ( Salah Salem St. ),783.0,,False,Far from Route (>120m)
Audi Bank (Salah Salem),477.0,,False,Far from Route (>120m)
Autostrad & Al Moneeb Axis,2051.0,POINT (334174.83559534955 3319431.14606196),True,Near Route (≤120m)
Autostrad Entrance from Al Abageyya,611.0,POINT (332547.06781608507 3322430.215596034),True,Near Route (≤120m)
Autostrad Entrance from Al Maasra,727.0,POINT (336628.2119185788 3309455.412947168),True,Near Route (≤120m)
Autostrad Pedestrian Al Shaq,302.0,,False,Far from Route (>120m)
Autostrad Tunnel,201.0,POINT (335021.2844142853 3317672.3138744608),True,Near Route (≤120m)
Awlad Ragab Plumbing (6th of October),232.0,POINT (300161.71857520484 3314021.0747227976),True,Near Route (≤120m)
Awlad Sokkar St. & Bigam Rd.,2860.0,POINT (331100.6019981228 3334824.2815609886),True,Near Route (≤120m)
Awwal Abbas Al Akkad,12642.523848144396,POINT (339653.32782268955 3327513.545801343),True,Near Route (≤120m)
Awwal Makram Ebeid,8629.051024176568,POINT (340357.1724450411 3327644.2695743022),True,Near Route (≤120m)
Awwel Al Eshreen (Zenin),1651.0,POINT (324834.47588136187 3323536.038183764),True,Near Route (≤120m)
Awwel Al Zawya,63.0,POINT (333843.67856443557 3330301.7630459066),True,Near Route (≤120m)
Awwel Al Zawya Bus Station,144.0,POINT (333877.38491696597 3330357.0490961596),True,Near Route (≤120m)
Awwel El Zawya Station,833.0,POINT (333876.7825823885 3330385.359645184),True,Near Route (≤120m)
Azhar University City for Boys,810.0,POINT (337644.3555010484 3325547.171576882),True,Near Route (≤120m)
Azhari Institute,152.0,POINT (308054.230687259 3324595.198341563),True,Near Route (≤120m)
Azhari Institute (Ahmed Helmy St.),2495.0,POINT (331624.150114884 3327809.60140171),True,Near Route (≤120m)
B Tech (Ahmed Oraby St),2579.0,,False,Far from Route (>120m)
Bab Al Fotouh ( Al Gamalia ),479.0,POINT (332560.01020557137 3326263.7341248216),True,Near Route (≤120m)
Bab Al Karim Mosque - Nahya,1410.0,,False,Far from Route (>120m)
Bab Al Karim Mosque (Nahya),5933.0,POINT (324719.7014466108 3325132.474697967),True,Near Route (≤120m)
Bab Al Khalq ( Qalaa St. ),449.0,POINT (331636.53042020695 3324457.395446917),True,Near Route (≤120m)
Bab Al Nasr ( Al Gamalia ),161.0,POINT (332779.3924108981 3326076.133951202),True,Near Route (≤120m)
Bab Al Shaaria Square,5585.583700281257,POINT (332020.1673975879 3326154.2025464894),True,Near Route (≤120m)
Bab Al Shaereyya Girls Elementary School,1337.2360994842693,POINT (332402.8007133078 3326922.1732410984),True,Near Route (≤120m)
Bab Al Shaereyya Hospital,1205.7054417132897,POINT (332317.42005922366 3326772.421199852),True,Near Route (≤120m)
Bab Al Sheareyya Metro,148.0,POINT (331807.3159861725 3325956.8220984596),True,Near Route (≤120m)
Badr,797.0,POINT (378171.55419001146 3334458.337125474),True,Near Route (≤120m)
Badr Land,1120.0,POINT (342716.25160103256 3334187.9528303565),True,Near Route (≤120m)
Badr Pharmacy (Helwan Corniche),521.0,POINT (335794.4252477318 3299658.949589966),True,Near Route (≤120m)
Badr Station (Sheikh Zayed),500.0,POINT (303303.1896980089 3326638.860312899),True,Near Route (≤120m)
Badrasheen Bus Station,1470.0,POINT (333462.62010620383 3303123.94710728),True,Near Route (≤120m)
Bahteem,2291.0,POINT (334450.14463457774 3337493.113133756),True,Near Route (≤120m)
Bahteem Specialized Hospital For Surgery,5009.0,POINT (334122.19841683225 3336076.35334688),True,Near Route (≤120m)
Bahteem Square,434.0,POINT (334107.6090993736 3335698.5483345515),True,Near Route (≤120m)
Bank Al Etihad (South Teseen St.),0.0,POINT (347691.9501244256 3321651.6820242703),True,Near Route (≤120m)
Banque Misr (Abbas Al Akkad),832.0,,False,Far from Route (>120m)
Banque Misr (Aghakhan),7400.0,POINT (330749.8698303979 3331503.87835013),True,Near Route (≤120m)
Barageel St.,0.0,POINT (323044.2150147629 3328522.974473072),True,Near Route (≤120m)
Barageel St. (Ring Rd.),360.0,POINT (324198.3629572534 3328158.615126439),True,Near Route (≤120m)
Baron Mall Pedestrian Bridge (Ring Rd.),0.0,POINT (339721.66479520197 3317962.0322743035),True,Near Route (≤120m)
Basateen,2348.8513770095556,POINT (333246.91840339906 3318772.1060982067),True,Near Route (≤120m)
Basateen Police Station,5190.0,POINT (332816.1426048684 3319119.9790182337),True,Near Route (≤120m)
Basateen Steps (Ring Rd.),626.0,POINT (332824.56607820117 3318987.5171867115),True,Near Route (≤120m)
Basha Square (Manial),841.0,,False,Far from Route (>120m)
Bashayer,0.0,POINT (298613.8046433119 3316994.303539395),True,Near Route (≤120m)
Bashayer Entrance (6th of October),426.0,POINT (299119.138119671 3317425.6332816198),True,Near Route (≤120m)
Bashteel (Ring Rd.),592.0,,False,Far from Route (>120m)
Bashtil,8464.0,POINT (325553.19324399706 3329407.5707391733),True,Near Route (≤120m)
Bashtil El Balad,2806.0,POINT (324959.92184375133 3329861.9011567826),True,Near Route (≤120m)
Basrawy,12374.0,POINT (327141.95601380034 3329375.0842243773),True,Near Route (≤120m)
Batrawy (Abbas Al Akkad),1299.0,,False,Far from Route (>120m)
Bayt Al Karam Al Shamy (Haram St.),2274.0,POINT (323390.4238118285 3319878.9440251035),True,Near Route (≤120m)
Bein Al Sarayat Youth Center,9.0,POINT (326661.6550613079 3323393.5416084463),True,Near Route (≤120m)
Beirut Square (  Korba ),326.0,,False,Far from Route (>120m)
